x,y,yaw,s,curvature,v,yaw_rate,t,ref_id
7.5918,2.7863,3.1084,4.6987,0.154323,0.4359,0.0673,11.0145,
7.4918,2.7896,3.1084,4.7987,0.0,0.3,0.0,11.2863,cone_lane_change_entry
7.3919,2.7929,3.1084,4.8987,0.0,0.3,0.0,11.6196,
7.2919,2.7962,3.1084,4.9987,0.0,0.3,0.0,11.9529,
7.192,2.7995,3.1084,5.0987,0.0,0.3,0.0,12.2863,
7.092,2.8029,3.1084,5.1987,0.0,0.3,0.0,12.6196,
6.9921,2.8062,3.1084,5.2987,0.0,0.3,0.0,12.9529,
6.8921,2.8095,3.1084,5.3987,0.0,0.3,0.0,13.2863,
6.7922,2.8128,3.1084,5.4987,0.0,0.3,0.0,13.6196,
6.6922,2.8161,3.1084,5.5987,0.0,0.3,0.0,13.9529,
6.5923,2.8194,3.1084,5.6987,0.0,0.3,0.0,14.2863,
6.4924,2.8228,3.1084,5.7987,0.0,0.3,0.0,14.6196,
6.3924,2.8261,3.1084,5.8987,0.0,0.3,0.0,14.9529,
6.2925,2.8294,3.1084,5.9987,0.0,0.3,0.0,15.2863,
6.1925,2.8327,3.1084,6.0987,0.0,0.3,0.0,15.6196,
6.0926,2.836,3.1084,6.1987,0.0,0.3,0.0,15.9529,
5.9926,2.8393,3.1084,6.2987,0.0,0.3,0.0,16.2863,
5.8927,2.8427,3.1084,6.3987,0.0,0.3,0.0,16.6196,
5.7927,2.846,3.1084,6.4987,0.0,0.3,0.0,16.9529,
5.6928,2.8493,3.1084,6.5987,0.0,0.3,0.0,17.2863,
5.5929,2.8526,3.1084,6.6987,0.0,0.3,0.0,17.6196,
5.4929,2.8559,3.1084,6.7987,0.0,0.3,0.0,17.9529,
5.393,2.8592,3.1084,6.8987,0.0,0.3,0.0,18.2863,
5.293,2.8626,3.1084,6.9987,0.0,0.3,0.0,18.6196,
5.1931,2.8659,3.1084,7.0987,0.0,0.3,0.0,18.9529,
5.0931,2.8692,3.1084,7.1987,0.0,0.3,0.0,19.2863,
4.9932,2.8725,3.1084,7.2987,0.0,0.3,0.0,19.6196,
4.8932,2.8758,3.1084,7.3987,0.0,0.3,0.0,19.9529,
4.7933,2.8791,3.1084,7.4987,0.154323,0.3,0.0463,20.2863,
4.6933,2.8809,3.1393,7.5987,0.308642,0.3,0.0926,20.6196,
4.5933,2.8796,-3.113,7.6987,0.154323,0.3,0.0463,20.9529,
4.4934,2.8768,-3.113,7.7987,0.0,0.3,0.0,21.2862,
4.3934,2.8739,-3.113,7.8987,0.0,0.3,0.0,21.6196,
4.2934,2.871,-3.113,7.9987,0.0,0.3,0.0,21.9529,
4.1935,2.8682,-3.113,8.0987,0.0,0.3,0.0,22.2862,
4.0935,2.8653,-3.113,8.1987,0.0,0.3,0.0,22.6196,
3.9936,2.8625,-3.113,8.2987,-0.154323,0.3,-0.0463,22.9529,cone_lane_change_exit
3.8936,2.8612,3.1393,8.3987,-0.462968,0.3873,-0.1793,23.2439,
3.7937,2.8645,3.0776,8.4987,-0.771613,0.4582,-0.3536,23.4804,
3.6943,2.8755,2.985,8.5986,-0.925926,0.4648,-0.4303,23.697,
3.5964,2.8956,2.8924,8.6986,-0.925926,0.4648,-0.4303,23.9121,
3.5008,2.9247,2.7998,8.7985,-0.925926,0.4648,-0.4303,24.1272,
3.4082,2.9626,2.7072,8.8985,-0.925926,0.4648,-0.4303,24.3423,
3.3196,3.0088,2.6146,8.9985,-0.771613,0.5,-0.3858,24.5495,
3.2348,3.0617,2.5529,9.0985,-0.462968,0.5,-0.2315,24.7495,
3.1525,3.1185,2.522,9.1985,-0.154323,0.5,-0.0772,24.9495,
3.0711,3.1766,2.522,9.2985,0.154323,0.5,0.0772,25.1495,
2.9888,3.2334,2.5529,9.3985,0.462968,0.5,0.2315,25.3495,
2.9039,3.2863,2.6146,9.4984,0.771613,0.5,0.3858,25.5494,
2.8153,3.3326,2.7072,9.5984,1.080258,0.4303,0.4648,25.7643,
2.7222,3.3689,2.8306,9.6983,1.234568,0.4025,0.4969,26.0043,
2.6254,3.3936,2.9541,9.7983,1.080258,0.4303,0.4648,26.2444,
2.5264,3.4077,3.0467,9.8982,0.771613,0.4951,0.382,26.4604,
2.4266,3.4141,3.1084,9.9982,0.462968,0.4472,0.207,26.6726,
2.3266,3.4158,3.1393,10.0982,0.154323,0.3162,0.0488,26.9346,
2.2266,3.4161,3.1393,10.1982,0.154323,0.0,0.0,27.567,drop_front
