x,y,yaw,s,curvature,v,yaw_rate,t,ref_id
2.266,3.456,-3.136,0.0,0.0,0.0,0.0,0.0,drop_front
2.166,3.4554,-3.136,0.1,0.0,0.2449,0.0,0.8165,
2.066,3.4549,-3.136,0.2,0.0,0.3464,0.0,1.1547,
1.966,3.4543,-3.136,0.3,0.0,0.4243,0.0,1.4142,
1.866,3.4538,-3.136,0.4,0.0,0.3162,0.0,1.6843,
1.766,3.4532,-3.136,0.5,0.0,0.0,0.0,2.3168,drop_rear
